#Parameters = {d=6.875; d_passa_faixa=11.118252561128; e=3.984381e-11; l=5; p=11; p_passa_faixa=11.773094507628; phi=0; r=300; theta=0; u=1.2566e-06; w=0.6875; w_passa_faixa=0.13385049465315; z_fss=0.2}                                  Unnamed: 1                                  Unnamed: 2
                                                                                                                                                                                        #"Frequency / GHz" SZmin(1),Zmax(1) [Real/Imaginary Part] [Re] SZmin(1),Zmax(1) [Real/Imaginary Part] [Im]
                                                                                            #-------------------------------------------------------------------------------------------------------------                                         NaN                                         NaN
                                                                                                                                                                                                    14.536                                     -0.3091                                     0.33235
                                                                                                                                                                                                     14.56                                   -0.308628                                    0.333185
                                                                                                                                                                                                    14.584                                   -0.308165                                    0.334044
                                                                                                                                                                                                    14.608                                    -0.30771                                    0.334927
                                                                                                                                                                                                    14.632                                   -0.307263                                    0.335834
                                                                                                                                                                                                    14.656                                   -0.306822                                    0.336765
                                                                                                                                                                                                     14.68                                   -0.306388                                    0.337722
                                                                                                                                                                                                    14.704                                    -0.30596                                    0.338703
                                                                                                                                                                                                    14.728                                   -0.305536                                     0.33971
                                                                                                                                                                                                    14.752                                   -0.305117                                    0.340741
                                                                                                                                                                                                    14.776                                   -0.304702                                    0.341798
                                                                                                                                                                                                      14.8                                    -0.30429                                    0.342881
                                                                                                                                                                                                    14.824                                    -0.30388                                    0.343989
                                                                                                                                                                                                    14.848                                   -0.303472                                    0.345122
                                                                                                                                                                                                    14.872                                   -0.303065                                    0.346281
                                                                                                                                                                                                    14.896                                   -0.302659                                    0.347467
                                                                                                                                                                                                     14.92                                   -0.302252                                    0.348677
                                                                                                                                                                                                    14.944                                   -0.301845                                    0.349914
                                                                                                                                                                                                    14.968                                   -0.301437                                    0.351177
                                                                                                                                                                                                    14.992                                   -0.301026                                    0.352466
                                                                                                                                                                                                    15.016                                   -0.300613                                     0.35378
                                                                                                                                                                                                     15.04                                   -0.300197                                     0.35512
                                                                                                                                                                                                    15.064                                   -0.299776                                    0.356487
                                                                                                                                                                                                    15.088                                   -0.299351                                    0.357879
                                                                                                                                                                                                    15.112                                   -0.298921                                    0.359297
                                                                                                                                                                                                    15.136                                   -0.298484                                     0.36074
                                                                                                                                                                                                     15.16                                   -0.298042                                     0.36221
                                                                                                                                                                                                    15.184                                   -0.297592                                    0.363705
                                                                                                                                                                                                    15.208                                   -0.297135                                    0.365225
                                                                                                                                                                                                    15.232                                   -0.296669                                    0.366771
                                                                                                                                                                                                    15.256                                   -0.296194                                    0.368342
                                                                                                                                                                                                     15.28                                    -0.29571                                    0.369938
                                                                                                                                                                                                    15.304                                   -0.295215                                    0.371559
                                                                                                                                                                                                    15.328                                    -0.29471                                    0.373204
                                                                                                                                                                                                    15.352                                   -0.294194                                    0.374875
                                                                                                                                                                                                    15.376                                   -0.293665                                     0.37657
                                                                                                                                                                                                      15.4                                   -0.293124                                    0.378289
                                                                                                                                                                                                    15.424                                    -0.29257                                    0.380032
                                                                                                                                                                                                    15.448                                   -0.292002                                      0.3818
                                                                                                                                                                                                    15.472                                    -0.29142                                    0.383591
                                                                                                                                                                                                    15.496                                   -0.290823                                    0.385405
                                                                                                                                                                                                     15.52                                   -0.290211                                    0.387242
                                                                                                                                                                                                    15.544                                   -0.289583                                    0.389103
                                                                                                                                                                                                    15.568                                   -0.288938                                    0.390986
                                                                                                                                                                                                    15.592                                   -0.288276                                    0.392891
                                                                                                                                                                                                    15.616                                   -0.287597                                    0.394819
                                                                                                                                                                                                     15.64                                   -0.286899                                    0.396769
                                                                                                                                                                                                    15.664                                   -0.286183                                     0.39874
                                                                                                                                                                                                    15.688                                   -0.285448                                    0.400732
                                                                                                                                                                                                    15.712                                   -0.284693                                    0.402745
                                                                                                                                                                                                    15.736                                   -0.283918                                    0.404779
                                                                                                                                                                                                     15.76                                   -0.283123                                    0.406833
                                                                                                                                                                                                    15.784                                   -0.282306                                    0.408908
                                                                                                                                                                                                    15.808                                   -0.281468                                    0.411001
                                                                                                                                                                                                    15.832                                   -0.280607                                    0.413114
                                                                                                                                                                                                    15.856                                   -0.279724                                    0.415246
                                                                                                                                                                                                     15.88                                   -0.278818                                    0.417397
                                                                                                                                                                                                    15.904                                   -0.277889                                    0.419565
                                                                                                                                                                                                    15.928                                   -0.276936                                    0.421751
                                                                                                                                                                                                    15.952                                   -0.275958                                    0.423955
                                                                                                                                                                                                    15.976                                   -0.274956                                    0.426175
                                                                                                                                                                                                        16                                   -0.273928                                    0.428413
                                                                                                                                                                                                    16.024                                   -0.272875                                    0.430666
                                                                                                                                                                                                    16.048                                   -0.271796                                    0.432935
                                                                                                                                                                                                    16.072                                   -0.270691                                    0.435219
                                                                                                                                                                                                    16.096                                   -0.269559                                    0.437518
                                                                                                                                                                                                     16.12                                   -0.268399                                    0.439832
                                                                                                                                                                                                    16.144                                   -0.267212                                     0.44216
                                                                                                                                                                                                    16.168                                   -0.265998                                    0.444501
                                                                                                                                                                                                    16.192                                   -0.264755                                    0.446855
                                                                                                                                                                                                    16.216                                   -0.263484                                    0.449222
                                                                                                                                                                                                     16.24                                   -0.262183                                    0.451601
                                                                                                                                                                                                    16.264                                   -0.260854                                    0.453992
                                                                                                                                                                                                    16.288                                   -0.259495                                    0.456394
                                                                                                                                                                                                    16.312                                   -0.258106                                    0.458807
                                                                                                                                                                                                    16.336                                   -0.256687                                     0.46123
                                                                                                                                                                                                     16.36                                   -0.255238                                    0.463663
                                                                                                                                                                                                    16.384                                   -0.253758                                    0.466105
                                                                                                                                                                                                    16.408                                   -0.252247                                    0.468556
                                                                                                                                                                                                    16.432                                   -0.250705                                    0.471015
                                                                                                                                                                                                    16.456                                   -0.249131                                    0.473483
                                                                                                                                                                                                     16.48                                   -0.247526                                    0.475957
                                                                                                                                                                                                    16.504                                   -0.245889                                    0.478439
                                                                                                                                                                                                    16.528                                   -0.244219                                    0.480926
                                                                                                                                                                                                    16.552                                   -0.242517                                     0.48342
                                                                                                                                                                                                    16.576                                   -0.240783                                    0.485919
                                                                                                                                                                                                      16.6                                   -0.239016                                    0.488422
                                                                                                                                                                                                    16.624                                   -0.237215                                     0.49093
                                                                                                                                                                                                    16.648                                   -0.235382                                    0.493442
                                                                                                                                                                                                    16.672                                   -0.233515                                    0.495957
                                                                                                                                                                                                    16.696                                   -0.231615                                    0.498475
                                                                                                                                                                                                     16.72                                   -0.229681                                    0.500995
                                                                                                                                                                                                    16.744                                   -0.227713                                    0.503516
                                                                                                                                                                                                    16.768                                   -0.225712                                    0.506039
                                                                                                                                                                                                    16.792                                   -0.223676                                    0.508562
                                                                                                                                                                                                    16.816                                   -0.221606                                    0.511086
                                                                                                                                                                                                     16.84                                   -0.219502                                    0.513609
                                                                                                                                                                                                    16.864                                   -0.217363                                    0.516131
                                                                                                                                                                                                    16.888                                    -0.21519                                    0.518652
                                                                                                                                                                                                    16.912                                   -0.212982                                     0.52117
                                                                                                                                                                                                    16.936                                    -0.21074                                    0.523686
                                                                                                                                                                                                     16.96                                   -0.208463                                    0.526199
                                                                                                                                                                                                    16.984                                   -0.206151                                    0.528709
                                                                                                                                                                                                    17.008                                   -0.203804                                    0.531214
                                                                                                                                                                                                    17.032                                   -0.201423                                    0.533715
                                                                                                                                                                                                    17.056                                   -0.199006                                     0.53621
                                                                                                                                                                                                     17.08                                   -0.196555                                      0.5387
                                                                                                                                                                                                    17.104                                   -0.194068                                    0.541183
                                                                                                                                                                                                    17.128                                   -0.191547                                     0.54366
                                                                                                                                                                                                    17.152                                   -0.188991                                    0.546129
                                                                                                                                                                                                    17.176                                   -0.186399                                    0.548591
                                                                                                                                                                                                      17.2                                   -0.183773                                    0.551044
                                                                                                                                                                                                    17.224                                   -0.181112                                    0.553489
                                                                                                                                                                                                    17.248                                   -0.178416                                    0.555924
                                                                                                                                                                                                    17.272                                   -0.175685                                    0.558349
                                                                                                                                                                                                    17.296                                   -0.172919                                    0.560764
                                                                                                                                                                                                     17.32                                   -0.170118                                    0.563168
                                                                                                                                                                                                    17.344                                   -0.167283                                     0.56556
                                                                                                                                                                                                    17.368                                   -0.164413                                    0.567941
                                                                                                                                                                                                    17.392                                   -0.161509                                    0.570309
                                                                                                                                                                                                    17.416                                    -0.15857                                    0.572664
                                                                                                                                                                                                     17.44                                   -0.155597                                    0.575005
                                                                                                                                                                                                    17.464                                   -0.152589                                    0.577333
                                                                                                                                                                                                    17.488                                   -0.149547                                    0.579646
                                                                                                                                                                                                    17.512                                   -0.146472                                    0.581944
                                                                                                                                                                                                    17.536                                   -0.143362                                    0.584227
                                                                                                                                                                                                     17.56                                   -0.140218                                    0.586494
                                                                                                                                                                                                    17.584                                   -0.137041                                    0.588744
                                                                                                                                                                                                    17.608                                    -0.13383                                    0.590978
                                                                                                                                                                                                    17.632                                   -0.130586                                    0.593194
                                                                                                                                                                                                    17.656                                   -0.127308                                    0.595392
                                                                                                                                                                                                     17.68                                   -0.123998                                    0.597571
                                                                                                                                                                                                    17.704                                   -0.120654                                    0.599732
                                                                                                                                                                                                    17.728                                   -0.117278                                    0.601874
                                                                                                                                                                                                    17.752                                   -0.113869                                    0.603996
                                                                                                                                                                                                    17.776                                   -0.110428                                    0.606098
                                                                                                                                                                                                      17.8                                   -0.106954                                    0.608178
                                                                                                                                                                                                    17.824                                   -0.103449                                    0.610238
                                                                                                                                                                                                    17.848                                   -0.099911                                    0.612276
                                                                                                                                                                                                    17.872                                   -0.096342                                    0.614293
                                                                                                                                                                                                    17.896                                   -0.092742                                    0.616286
                                                                                                                                                                                                     17.92                                   -0.089111                                    0.618257
                                                                                                                                                                                                    17.944                                   -0.085448                                    0.620204
                                                                                                                                                                                                    17.968                                   -0.081755                                    0.622128
                                                                                                                                                                                                    17.992                                   -0.078031                                    0.624027
                                                                                                                                                                                                    18.016                                   -0.074278                                    0.625902
                                                                                                                                                                                                     18.04                                   -0.070494                                    0.627751
                                                                                                                                                                                                    18.064                                    -0.06668                                    0.629575
                                                                                                                                                                                                    18.088                                   -0.062837                                    0.631373
                                                                                                                                                                                                    18.112                                   -0.058965                                    0.633145
                                                                                                                                                                                                    18.136                                   -0.055063                                     0.63489
                                                                                                                                                                                                     18.16                                   -0.051134                                    0.636608
                                                                                                                                                                                                    18.184                                   -0.047175                                    0.638299
                                                                                                                                                                                                    18.208                                   -0.043189                                    0.639961
                                                                                                                                                                                                    18.232                                   -0.039175                                    0.641595
