#Parameters = {d=6.875; d_passa_faixa=11.118252561128; e=3.984381e-11; l=5; p=11; p_passa_faixa=11.773094507628; phi=0; r=300; theta=0; u=1.2566e-06; w=0.6875; w_passa_faixa=0.13385049465315; z_fss=0.2}                                  Unnamed: 1                                  Unnamed: 2
                                                                                                                                                                                        #"Frequency / GHz" SZmin(1),Zmax(1) [Real/Imaginary Part] [Re] SZmin(1),Zmax(1) [Real/Imaginary Part] [Im]
                                                                                            #-------------------------------------------------------------------------------------------------------------                                         NaN                                         NaN
                                                                                                                                                                                                     7.168                                   -0.558462                                   -0.691841
                                                                                                                                                                                                     7.192                                   -0.563148                                   -0.686809
                                                                                                                                                                                                     7.216                                   -0.567784                                   -0.681742
                                                                                                                                                                                                      7.24                                   -0.572373                                    -0.67664
                                                                                                                                                                                                     7.264                                   -0.576912                                   -0.671502
                                                                                                                                                                                                     7.288                                   -0.581402                                    -0.66633
                                                                                                                                                                                                     7.312                                   -0.585842                                   -0.661124
                                                                                                                                                                                                     7.336                                   -0.590233                                   -0.655884
                                                                                                                                                                                                      7.36                                   -0.594573                                   -0.650612
                                                                                                                                                                                                     7.384                                   -0.598862                                   -0.645306
                                                                                                                                                                                                     7.408                                     -0.6031                                   -0.639969
                                                                                                                                                                                                     7.432                                   -0.607287                                     -0.6346
                                                                                                                                                                                                     7.456                                   -0.611422                                     -0.6292
                                                                                                                                                                                                      7.48                                   -0.615506                                   -0.623769
                                                                                                                                                                                                     7.504                                   -0.619537                                   -0.618309
                                                                                                                                                                                                     7.528                                   -0.623516                                   -0.612819
                                                                                                                                                                                                     7.552                                   -0.627441                                     -0.6073
                                                                                                                                                                                                     7.576                                   -0.631314                                   -0.601752
                                                                                                                                                                                                       7.6                                   -0.635133                                   -0.596177
                                                                                                                                                                                                     7.624                                   -0.638899                                   -0.590574
                                                                                                                                                                                                     7.648                                    -0.64261                                   -0.584945
                                                                                                                                                                                                     7.672                                   -0.646268                                   -0.579289
                                                                                                                                                                                                     7.696                                   -0.649871                                   -0.573608
                                                                                                                                                                                                      7.72                                   -0.653419                                   -0.567901
                                                                                                                                                                                                     7.744                                   -0.656912                                    -0.56217
                                                                                                                                                                                                     7.768                                    -0.66035                                   -0.556415
                                                                                                                                                                                                     7.792                                   -0.663732                                   -0.550636
                                                                                                                                                                                                     7.816                                   -0.667059                                   -0.544835
                                                                                                                                                                                                      7.84                                   -0.670329                                   -0.539011
                                                                                                                                                                                                     7.864                                   -0.673544                                   -0.533166
                                                                                                                                                                                                     7.888                                   -0.676702                                   -0.527299
                                                                                                                                                                                                     7.912                                   -0.679803                                   -0.521412
                                                                                                                                                                                                     7.936                                   -0.682848                                   -0.515505
                                                                                                                                                                                                      7.96                                   -0.685835                                   -0.509578
                                                                                                                                                                                                     7.984                                   -0.688766                                   -0.503633
                                                                                                                                                                                                     8.008                                   -0.691639                                    -0.49767
                                                                                                                                                                                                     8.032                                   -0.694454                                   -0.491689
                                                                                                                                                                                                     8.056                                   -0.697212                                   -0.485691
                                                                                                                                                                                                      8.08                                   -0.699912                                   -0.479677
                                                                                                                                                                                                     8.104                                   -0.702553                                   -0.473647
                                                                                                                                                                                                     8.128                                   -0.705137                                   -0.467602
                                                                                                                                                                                                     8.152                                   -0.707662                                   -0.461543
                                                                                                                                                                                                     8.176                                   -0.710128                                    -0.45547
                                                                                                                                                                                                       8.2                                   -0.712536                                   -0.449384
                                                                                                                                                                                                     8.224                                   -0.714885                                   -0.443285
                                                                                                                                                                                                     8.248                                   -0.717176                                   -0.437174
                                                                                                                                                                                                     8.272                                   -0.719407                                   -0.431051
                                                                                                                                                                                                     8.296                                   -0.721579                                   -0.424918
                                                                                                                                                                                                      8.32                                   -0.723692                                   -0.418775
                                                                                                                                                                                                     8.344                                   -0.725746                                   -0.412623
                                                                                                                                                                                                     8.368                                    -0.72774                                   -0.406462
                                                                                                                                                                                                     8.392                                   -0.729675                                   -0.400293
                                                                                                                                                                                                     8.416                                   -0.731551                                   -0.394116
                                                                                                                                                                                                      8.44                                   -0.733367                                   -0.387933
                                                                                                                                                                                                     8.464                                   -0.735123                                   -0.381743
                                                                                                                                                                                                     8.488                                   -0.736819                                   -0.375548
                                                                                                                                                                                                     8.512                                   -0.738456                                   -0.369348
                                                                                                                                                                                                     8.536                                   -0.740033                                   -0.363144
                                                                                                                                                                                                      8.56                                   -0.741551                                   -0.356937
                                                                                                                                                                                                     8.584                                   -0.743009                                   -0.350726
                                                                                                                                                                                                     8.608                                   -0.744407                                   -0.344514
                                                                                                                                                                                                     8.632                                   -0.745745                                   -0.338299
                                                                                                                                                                                                     8.656                                   -0.747023                                   -0.332085
                                                                                                                                                                                                      8.68                                   -0.748242                                   -0.325869
                                                                                                                                                                                                     8.704                                   -0.749401                                   -0.319655
                                                                                                                                                                                                     8.728                                     -0.7505                                   -0.313441
                                                                                                                                                                                                     8.752                                    -0.75154                                    -0.30723
                                                                                                                                                                                                     8.776                                   -0.752521                                   -0.301021
                                                                                                                                                                                                       8.8                                   -0.753441                                   -0.294815
                                                                                                                                                                                                     8.824                                   -0.754303                                   -0.288613
                                                                                                                                                                                                     8.848                                   -0.755105                                   -0.282415
                                                                                                                                                                                                     8.872                                   -0.755848                                   -0.276223
                                                                                                                                                                                                     8.896                                   -0.756532                                   -0.270036
                                                                                                                                                                                                      8.92                                   -0.757156                                   -0.263856
                                                                                                                                                                                                     8.944                                   -0.757722                                   -0.257684
                                                                                                                                                                                                     8.968                                   -0.758229                                   -0.251519
                                                                                                                                                                                                     8.992                                   -0.758678                                   -0.245362
                                                                                                                                                                                                     9.016                                   -0.759068                                   -0.239215
                                                                                                                                                                                                      9.04                                   -0.759399                                   -0.233078
                                                                                                                                                                                                     9.064                                   -0.759672                                   -0.226952
                                                                                                                                                                                                     9.088                                   -0.759888                                   -0.220837
                                                                                                                                                                                                     9.112                                   -0.760045                                   -0.214733
                                                                                                                                                                                                     9.136                                   -0.760145                                   -0.208643
                                                                                                                                                                                                      9.16                                   -0.760188                                   -0.202565
                                                                                                                                                                                                     9.184                                   -0.760173                                   -0.196502
                                                                                                                                                                                                     9.208                                   -0.760101                                   -0.190453
                                                                                                                                                                                                     9.232                                   -0.759972                                   -0.184419
                                                                                                                                                                                                     9.256                                   -0.759787                                   -0.178401
                                                                                                                                                                                                      9.28                                   -0.759545                                     -0.1724
                                                                                                                                                                                                     9.304                                   -0.759248                                   -0.166416
                                                                                                                                                                                                     9.328                                   -0.758894                                    -0.16045
                                                                                                                                                                                                     9.352                                   -0.758485                                   -0.154503
                                                                                                                                                                                                     9.376                                   -0.758021                                   -0.148575
                                                                                                                                                                                                       9.4                                   -0.757502                                   -0.142666
                                                                                                                                                                                                     9.424                                   -0.756928                                   -0.136779
                                                                                                                                                                                                     9.448                                     -0.7563                                   -0.130912
                                                                                                                                                                                                     9.472                                   -0.755617                                   -0.125067
                                                                                                                                                                                                     9.496                                   -0.754882                                   -0.119244
                                                                                                                                                                                                      9.52                                   -0.754092                                   -0.113445
                                                                                                                                                                                                     9.544                                    -0.75325                                   -0.107669
                                                                                                                                                                                                     9.568                                   -0.752355                                   -0.101917
                                                                                                                                                                                                     9.592                                   -0.751408                                   -0.096191
                                                                                                                                                                                                     9.616                                   -0.750409                                    -0.09049
                                                                                                                                                                                                      9.64                                   -0.749358                                   -0.084815
                                                                                                                                                                                                     9.664                                   -0.748256                                   -0.079167
                                                                                                                                                                                                     9.688                                   -0.747104                                   -0.073546
                                                                                                                                                                                                     9.712                                   -0.745901                                   -0.067953
                                                                                                                                                                                                     9.736                                   -0.744648                                   -0.062389
                                                                                                                                                                                                      9.76                                   -0.743346                                   -0.056853
                                                                                                                                                                                                     9.784                                   -0.741995                                   -0.051348
                                                                                                                                                                                                     9.808                                   -0.740595                                   -0.045873
                                                                                                                                                                                                     9.832                                   -0.739147                                   -0.040429
                                                                                                                                                                                                     9.856                                   -0.737651                                   -0.035016
                                                                                                                                                                                                      9.88                                   -0.736109                                   -0.029635
                                                                                                                                                                                                     9.904                                   -0.734519                                   -0.024287
                                                                                                                                                                                                     9.928                                   -0.732884                                   -0.018972
                                                                                                                                                                                                     9.952                                   -0.731203                                    -0.01369
                                                                                                                                                                                                     9.976                                   -0.729476                                   -0.008443
                                                                                                                                                                                                        10                                   -0.727705                                   -0.003231
                                                                                                                                                                                                    10.024                                    -0.72589                                    0.001947
                                                                                                                                                                                                    10.048                                   -0.724031                                    0.007088
                                                                                                                                                                                                    10.072                                    -0.72213                                    0.012193
                                                                                                                                                                                                    10.096                                   -0.720185                                    0.017262
                                                                                                                                                                                                     10.12                                   -0.718199                                    0.022293
                                                                                                                                                                                                    10.144                                   -0.716172                                    0.027287
                                                                                                                                                                                                    10.168                                   -0.714104                                    0.032242
                                                                                                                                                                                                    10.192                                   -0.711995                                    0.037159
                                                                                                                                                                                                    10.216                                   -0.709847                                    0.042036
                                                                                                                                                                                                     10.24                                   -0.707661                                    0.046874
                                                                                                                                                                                                    10.264                                   -0.705435                                    0.051672
                                                                                                                                                                                                    10.288                                   -0.703172                                    0.056429
                                                                                                                                                                                                    10.312                                   -0.700872                                    0.061145
                                                                                                                                                                                                    10.336                                   -0.698536                                    0.065821
                                                                                                                                                                                                     10.36                                   -0.696164                                    0.070454
                                                                                                                                                                                                    10.384                                   -0.693756                                    0.075045
                                                                                                                                                                                                    10.408                                   -0.691314                                    0.079594
                                                                                                                                                                                                    10.432                                   -0.688838                                      0.0841
                                                                                                                                                                                                    10.456                                   -0.686329                                    0.088563
                                                                                                                                                                                                     10.48                                   -0.683788                                    0.092982
                                                                                                                                                                                                    10.504                                   -0.681214                                    0.097357
                                                                                                                                                                                                    10.528                                    -0.67861                                    0.101687
                                                                                                                                                                                                    10.552                                   -0.675975                                    0.105974
                                                                                                                                                                                                    10.576                                    -0.67331                                    0.110215
                                                                                                                                                                                                      10.6                                   -0.670617                                    0.114411
                                                                                                                                                                                                    10.624                                   -0.667895                                    0.118561
                                                                                                                                                                                                    10.648                                   -0.665145                                    0.122666
                                                                                                                                                                                                    10.672                                   -0.662369                                    0.126725
                                                                                                                                                                                                    10.696                                   -0.659566                                    0.130737
                                                                                                                                                                                                     10.72                                   -0.656738                                    0.134703
                                                                                                                                                                                                    10.744                                   -0.653885                                    0.138622
                                                                                                                                                                                                    10.768                                   -0.651009                                    0.142493
                                                                                                                                                                                                    10.792                                   -0.648109                                    0.146318
                                                                                                                                                                                                    10.816                                   -0.645187                                    0.150095
                                                                                                                                                                                                     10.84                                   -0.642243                                    0.153825
                                                                                                                                                                                                    10.864                                   -0.639278                                    0.157506
