#Parameters = {d=5.317902894795; d_passa_faixa=11.118252561128; e=6.5892246517659e-11; l=5; p=5.3716190856516; p_passa_faixa=11.773094507628; phi=0; r=100; theta=0; u=1.1425808117681e-06; w=0.74443492474945; w_passa_faixa=0.13385049465315; z_fss=0.3}                                  Unnamed: 1                                  Unnamed: 2
                                                                                                                                                                                                                                        #"Frequency / GHz" SZmin(1),Zmax(1) [Real/Imaginary Part] [Re] SZmin(1),Zmax(1) [Real/Imaginary Part] [Im]
                                                                                                                                            #-------------------------------------------------------------------------------------------------------------                                         NaN                                         NaN
                                                                                                                                                                                                                                                     6.784                                   -0.416357                                    -0.82158
                                                                                                                                                                                                                                                     6.808                                   -0.437571                                   -0.798356
                                                                                                                                                                                                                                                     6.832                                   -0.457011                                   -0.774663
                                                                                                                                                                                                                                                     6.856                                   -0.474718                                   -0.750652
                                                                                                                                                                                                                                                      6.88                                   -0.490746                                   -0.726463
                                                                                                                                                                                                                                                     6.904                                   -0.505158                                   -0.702221
                                                                                                                                                                                                                                                     6.928                                   -0.518025                                   -0.678037
                                                                                                                                                                                                                                                     6.952                                   -0.529423                                    -0.65401
                                                                                                                                                                                                                                                     6.976                                   -0.539431                                   -0.630225
                                                                                                                                                                                                                                                         7                                   -0.548131                                   -0.606758
                                                                                                                                                                                                                                                     7.024                                   -0.555605                                    -0.58367
                                                                                                                                                                                                                                                     7.048                                   -0.561934                                   -0.561013
                                                                                                                                                                                                                                                     7.072                                   -0.567199                                   -0.538831
                                                                                                                                                                                                                                                     7.096                                   -0.571477                                   -0.517158
                                                                                                                                                                                                                                                      7.12                                   -0.574844                                    -0.49602
                                                                                                                                                                                                                                                     7.144                                   -0.577371                                   -0.475437
                                                                                                                                                                                                                                                     7.168                                   -0.579128                                   -0.455422
                                                                                                                                                                                                                                                     7.192                                   -0.580179                                   -0.435985
                                                                                                                                                                                                                                                     7.216                                   -0.580584                                   -0.417128
                                                                                                                                                                                                                                                      7.24                                   -0.580402                                   -0.398853
                                                                                                                                                                                                                                                     7.264                                   -0.579686                                   -0.381155
                                                                                                                                                                                                                                                     7.288                                   -0.578486                                    -0.36403
                                                                                                                                                                                                                                                     7.312                                   -0.576848                                   -0.347468
                                                                                                                                                                                                                                                     7.336                                   -0.574815                                    -0.33146
                                                                                                                                                                                                                                                      7.36                                   -0.572427                                   -0.315993
                                                                                                                                                                                                                                                     7.384                                   -0.569721                                   -0.301056
                                                                                                                                                                                                                                                     7.408                                    -0.56673                                   -0.286635
                                                                                                                                                                                                                                                     7.432                                   -0.563484                                   -0.272714
                                                                                                                                                                                                                                                     7.456                                   -0.560013                                    -0.25928
                                                                                                                                                                                                                                                      7.48                                   -0.556342                                   -0.246317
                                                                                                                                                                                                                                                     7.504                                   -0.552496                                    -0.23381
                                                                                                                                                                                                                                                     7.528                                   -0.548495                                   -0.221743
                                                                                                                                                                                                                                                     7.552                                   -0.544359                                   -0.210101
                                                                                                                                                                                                                                                     7.576                                   -0.540108                                   -0.198869
                                                                                                                                                                                                                                                       7.6                                   -0.535756                                   -0.188033
                                                                                                                                                                                                                                                     7.624                                   -0.531319                                   -0.177577
                                                                                                                                                                                                                                                     7.648                                   -0.526811                                   -0.167488
                                                                                                                                                                                                                                                     7.672                                   -0.522243                                   -0.157751
                                                                                                                                                                                                                                                     7.696                                   -0.517627                                   -0.148353
                                                                                                                                                                                                                                                      7.72                                   -0.512972                                   -0.139282
                                                                                                                                                                                                                                                     7.744                                   -0.508289                                   -0.130523
                                                                                                                                                                                                                                                     7.768                                   -0.503585                                   -0.122066
                                                                                                                                                                                                                                                     7.792                                   -0.498867                                   -0.113898
                                                                                                                                                                                                                                                     7.816                                   -0.494143                                   -0.106007
                                                                                                                                                                                                                                                      7.84                                   -0.489418                                   -0.098384
                                                                                                                                                                                                                                                     7.864                                   -0.484697                                   -0.091017
                                                                                                                                                                                                                                                     7.888                                   -0.479986                                   -0.083897
                                                                                                                                                                                                                                                     7.912                                   -0.475288                                   -0.077013
                                                                                                                                                                                                                                                     7.936                                   -0.470608                                   -0.070357
                                                                                                                                                                                                                                                      7.96                                   -0.465948                                   -0.063919
                                                                                                                                                                                                                                                     7.984                                   -0.461313                                    -0.05769
                                                                                                                                                                                                                                                     8.008                                   -0.456704                                   -0.051664
                                                                                                                                                                                                                                                     8.032                                   -0.452125                                   -0.045831
                                                                                                                                                                                                                                                     8.056                                   -0.447576                                   -0.040185
                                                                                                                                                                                                                                                      8.08                                    -0.44306                                   -0.034717
                                                                                                                                                                                                                                                     8.104                                   -0.438578                                   -0.029422
                                                                                                                                                                                                                                                     8.128                                   -0.434133                                   -0.024293
                                                                                                                                                                                                                                                     8.152                                   -0.429724                                   -0.019323
                                                                                                                                                                                                                                                     8.176                                   -0.425354                                   -0.014506
                                                                                                                                                                                                                                                       8.2                                   -0.421022                                   -0.009837
                                                                                                                                                                                                                                                     8.224                                   -0.416729                                   -0.005311
                                                                                                                                                                                                                                                     8.248                                   -0.412477                                    -0.00092
                                                                                                                                                                                                                                                     8.272                                   -0.408265                                    0.003338
                                                                                                                                                                                                                                                     8.296                                   -0.404094                                    0.007469
                                                                                                                                                                                                                                                      8.32                                   -0.399963                                    0.011478
                                                                                                                                                                                                                                                     8.344                                   -0.395874                                    0.015369
                                                                                                                                                                                                                                                     8.368                                   -0.391827                                    0.019147
                                                                                                                                                                                                                                                     8.392                                    -0.38782                                    0.022815
                                                                                                                                                                                                                                                     8.416                                   -0.383855                                    0.026377
                                                                                                                                                                                                                                                      8.44                                   -0.379931                                    0.029837
                                                                                                                                                                                                                                                     8.464                                   -0.376047                                    0.033199
                                                                                                                                                                                                                                                     8.488                                   -0.372204                                    0.036465
                                                                                                                                                                                                                                                     8.512                                   -0.368402                                     0.03964
                                                                                                                                                                                                                                                     8.536                                    -0.36464                                    0.042726
                                                                                                                                                                                                                                                      8.56                                   -0.360917                                    0.045726
                                                                                                                                                                                                                                                     8.584                                   -0.357234                                    0.048643
                                                                                                                                                                                                                                                     8.608                                   -0.353591                                    0.051481
                                                                                                                                                                                                                                                     8.632                                   -0.349985                                    0.054241
                                                                                                                                                                                                                                                     8.656                                   -0.346419                                    0.056926
                                                                                                                                                                                                                                                      8.68                                    -0.34289                                    0.059538
                                                                                                                                                                                                                                                     8.704                                   -0.339398                                     0.06208
                                                                                                                                                                                                                                                     8.728                                   -0.335944                                    0.064555
                                                                                                                                                                                                                                                     8.752                                   -0.332526                                    0.066963
                                                                                                                                                                                                                                                     8.776                                   -0.329144                                    0.069308
                                                                                                                                                                                                                                                       8.8                                   -0.325797                                    0.071591
                                                                                                                                                                                                                                                     8.824                                   -0.322486                                    0.073814
                                                                                                                                                                                                                                                     8.848                                    -0.31921                                    0.075979
                                                                                                                                                                                                                                                     8.872                                   -0.315967                                    0.078088
                                                                                                                                                                                                                                                     8.896                                   -0.312759                                    0.080143
                                                                                                                                                                                                                                                      8.92                                   -0.309583                                    0.082144
                                                                                                                                                                                                                                                     8.944                                   -0.306441                                    0.084094
                                                                                                                                                                                                                                                     8.968                                   -0.303331                                    0.085994
                                                                                                                                                                                                                                                     8.992                                   -0.300252                                    0.087846
                                                                                                                                                                                                                                                     9.016                                   -0.297205                                     0.08965
                                                                                                                                                                                                                                                      9.04                                   -0.294189                                    0.091409
                                                                                                                                                                                                                                                     9.064                                   -0.291203                                    0.093123
                                                                                                                                                                                                                                                     9.088                                   -0.288247                                    0.094794
                                                                                                                                                                                                                                                     9.112                                   -0.285321                                    0.096423
                                                                                                                                                                                                                                                     9.136                                   -0.282423                                    0.098012
                                                                                                                                                                                                                                                      9.16                                   -0.279555                                     0.09956
                                                                                                                                                                                                                                                     9.184                                   -0.276714                                     0.10107
                                                                                                                                                                                                                                                     9.208                                   -0.273901                                    0.102542
                                                                                                                                                                                                                                                     9.232                                   -0.271116                                    0.103978
                                                                                                                                                                                                                                                     9.256                                   -0.268357                                    0.105378
                                                                                                                                                                                                                                                      9.28                                   -0.265625                                    0.106743
                                                                                                                                                                                                                                                     9.304                                   -0.262919                                    0.108074
                                                                                                                                                                                                                                                     9.328                                   -0.260239                                    0.109372
                                                                                                                                                                                                                                                     9.352                                   -0.257584                                    0.110638
                                                                                                                                                                                                                                                     9.376                                   -0.254954                                    0.111873
                                                                                                                                                                                                                                                       9.4                                   -0.252348                                    0.113077
                                                                                                                                                                                                                                                     9.424                                   -0.249767                                    0.114251
                                                                                                                                                                                                                                                     9.448                                   -0.247209                                    0.115396
                                                                                                                                                                                                                                                     9.472                                   -0.244675                                    0.116513
                                                                                                                                                                                                                                                     9.496                                   -0.242164                                    0.117602
                                                                                                                                                                                                                                                      9.52                                   -0.239675                                    0.118663
                                                                                                                                                                                                                                                     9.544                                   -0.237209                                    0.119699
                                                                                                                                                                                                                                                     9.568                                   -0.234765                                    0.120708
                                                                                                                                                                                                                                                     9.592                                   -0.232343                                    0.121693
                                                                                                                                                                                                                                                     9.616                                   -0.229942                                    0.122652
                                                                                                                                                                                                                                                      9.64                                   -0.227562                                    0.123588
                                                                                                                                                                                                                                                     9.664                                   -0.225203                                      0.1245
                                                                                                                                                                                                                                                     9.688                                   -0.222864                                    0.125389
                                                                                                                                                                                                                                                     9.712                                   -0.220545                                    0.126255
                                                                                                                                                                                                                                                     9.736                                   -0.218246                                    0.127099
                                                                                                                                                                                                                                                      9.76                                   -0.215967                                    0.127922
                                                                                                                                                                                                                                                     9.784                                   -0.213707                                    0.128724
                                                                                                                                                                                                                                                     9.808                                   -0.211466                                    0.129505
                                                                                                                                                                                                                                                     9.832                                   -0.209243                                    0.130266
                                                                                                                                                                                                                                                     9.856                                    -0.20704                                    0.131006
                                                                                                                                                                                                                                                      9.88                                   -0.204854                                    0.131728
                                                                                                                                                                                                                                                     9.904                                   -0.202686                                    0.132431
                                                                                                                                                                                                                                                     9.928                                   -0.200536                                    0.133114
                                                                                                                                                                                                                                                     9.952                                   -0.198403                                     0.13378
