#Parameters = {d=6.875; d_passa_faixa=11.118252561128; e=3.984381e-11; l=5; p=11; p_passa_faixa=11.773094507628; phi=0; r=300; theta=0; u=1.2566e-06; w=0.6875; w_passa_faixa=0.13385049465315; z_fss=0.2}                                  Unnamed: 1                                  Unnamed: 2
                                                                                                                                                                                        #"Frequency / GHz" SZmax(1),Zmax(1) [Real/Imaginary Part] [Re] SZmax(1),Zmax(1) [Real/Imaginary Part] [Im]
                                                                                            #-------------------------------------------------------------------------------------------------------------                                         NaN                                         NaN
                                                                                                                                                                                                     13.84                                     0.45065                                   -0.294145
                                                                                                                                                                                                    13.864                                    0.447577                                   -0.298976
                                                                                                                                                                                                    13.888                                    0.444445                                   -0.303768
                                                                                                                                                                                                    13.912                                    0.441256                                   -0.308521
                                                                                                                                                                                                    13.936                                    0.438009                                   -0.313233
                                                                                                                                                                                                     13.96                                    0.434707                                   -0.317904
                                                                                                                                                                                                    13.984                                    0.431348                                   -0.322533
                                                                                                                                                                                                    14.008                                    0.427935                                   -0.327119
                                                                                                                                                                                                    14.032                                    0.424467                                   -0.331662
                                                                                                                                                                                                    14.056                                    0.420946                                    -0.33616
                                                                                                                                                                                                     14.08                                    0.417371                                   -0.340614
                                                                                                                                                                                                    14.104                                    0.413744                                   -0.345022
                                                                                                                                                                                                    14.128                                    0.410065                                   -0.349384
                                                                                                                                                                                                    14.152                                    0.406336                                   -0.353699
                                                                                                                                                                                                    14.176                                    0.402556                                   -0.357966
                                                                                                                                                                                                      14.2                                    0.398727                                   -0.362185
                                                                                                                                                                                                    14.224                                    0.394849                                   -0.366355
                                                                                                                                                                                                    14.248                                    0.390923                                   -0.370475
                                                                                                                                                                                                    14.272                                    0.386949                                   -0.374546
                                                                                                                                                                                                    14.296                                     0.38293                                   -0.378566
                                                                                                                                                                                                     14.32                                    0.378864                                   -0.382534
                                                                                                                                                                                                    14.344                                    0.374754                                   -0.386451
                                                                                                                                                                                                    14.368                                    0.370599                                   -0.390315
                                                                                                                                                                                                    14.392                                    0.366401                                   -0.394127
                                                                                                                                                                                                    14.416                                     0.36216                                   -0.397885
                                                                                                                                                                                                     14.44                                    0.357878                                   -0.401589
                                                                                                                                                                                                    14.464                                    0.353555                                   -0.405239
                                                                                                                                                                                                    14.488                                    0.349192                                   -0.408833
                                                                                                                                                                                                    14.512                                    0.344789                                   -0.412373
                                                                                                                                                                                                    14.536                                    0.340348                                   -0.415856
                                                                                                                                                                                                     14.56                                    0.335869                                   -0.419284
                                                                                                                                                                                                    14.584                                    0.331354                                   -0.422654
                                                                                                                                                                                                    14.608                                    0.326802                                   -0.425968
                                                                                                                                                                                                    14.632                                    0.322216                                   -0.429224
                                                                                                                                                                                                    14.656                                    0.317595                                   -0.432422
                                                                                                                                                                                                     14.68                                    0.312941                                   -0.435562
                                                                                                                                                                                                    14.704                                    0.308254                                   -0.438644
                                                                                                                                                                                                    14.728                                    0.303535                                   -0.441666
                                                                                                                                                                                                    14.752                                    0.298786                                   -0.444629
                                                                                                                                                                                                    14.776                                    0.294007                                   -0.447533
                                                                                                                                                                                                      14.8                                    0.289199                                   -0.450377
                                                                                                                                                                                                    14.824                                    0.284362                                   -0.453161
                                                                                                                                                                                                    14.848                                    0.279499                                   -0.455885
                                                                                                                                                                                                    14.872                                    0.274608                                   -0.458548
                                                                                                                                                                                                    14.896                                    0.269693                                   -0.461151
                                                                                                                                                                                                     14.92                                    0.264752                                   -0.463692
                                                                                                                                                                                                    14.944                                    0.259788                                   -0.466172
                                                                                                                                                                                                    14.968                                      0.2548                                   -0.468591
                                                                                                                                                                                                    14.992                                    0.249791                                   -0.470948
                                                                                                                                                                                                    15.016                                     0.24476                                   -0.473243
                                                                                                                                                                                                     15.04                                    0.239709                                   -0.475477
                                                                                                                                                                                                    15.064                                    0.234639                                   -0.477648
                                                                                                                                                                                                    15.088                                     0.22955                                   -0.479757
                                                                                                                                                                                                    15.112                                    0.224443                                   -0.481804
                                                                                                                                                                                                    15.136                                     0.21932                                   -0.483789
                                                                                                                                                                                                     15.16                                     0.21418                                   -0.485712
                                                                                                                                                                                                    15.184                                    0.209025                                   -0.487571
                                                                                                                                                                                                    15.208                                    0.203856                                   -0.489369
                                                                                                                                                                                                    15.232                                    0.198674                                   -0.491104
                                                                                                                                                                                                    15.256                                    0.193479                                   -0.492776
                                                                                                                                                                                                     15.28                                    0.188273                                   -0.494386
                                                                                                                                                                                                    15.304                                    0.183055                                   -0.495933
                                                                                                                                                                                                    15.328                                    0.177828                                   -0.497418
                                                                                                                                                                                                    15.352                                    0.172591                                    -0.49884
                                                                                                                                                                                                    15.376                                    0.167347                                   -0.500199
                                                                                                                                                                                                      15.4                                    0.162094                                   -0.501496
                                                                                                                                                                                                    15.424                                    0.156836                                   -0.502731
                                                                                                                                                                                                    15.448                                    0.151571                                   -0.503904
                                                                                                                                                                                                    15.472                                    0.146301                                   -0.505014
                                                                                                                                                                                                    15.496                                    0.141028                                   -0.506062
                                                                                                                                                                                                     15.52                                    0.135751                                   -0.507049
                                                                                                                                                                                                    15.544                                    0.130471                                   -0.507973
                                                                                                                                                                                                    15.568                                     0.12519                                   -0.508836
                                                                                                                                                                                                    15.592                                    0.119908                                   -0.509637
                                                                                                                                                                                                    15.616                                    0.114625                                   -0.510377
                                                                                                                                                                                                     15.64                                    0.109344                                   -0.511055
                                                                                                                                                                                                    15.664                                    0.104063                                   -0.511673
                                                                                                                                                                                                    15.688                                    0.098785                                   -0.512229
                                                                                                                                                                                                    15.712                                     0.09351                                   -0.512725
                                                                                                                                                                                                    15.736                                    0.088239                                   -0.513161
                                                                                                                                                                                                     15.76                                    0.082972                                   -0.513536
                                                                                                                                                                                                    15.784                                    0.077711                                   -0.513852
                                                                                                                                                                                                    15.808                                    0.072455                                   -0.514107
                                                                                                                                                                                                    15.832                                    0.067207                                   -0.514303
                                                                                                                                                                                                    15.856                                    0.061966                                    -0.51444
                                                                                                                                                                                                     15.88                                    0.056733                                   -0.514518
                                                                                                                                                                                                    15.904                                    0.051509                                   -0.514538
                                                                                                                                                                                                    15.928                                    0.046294                                   -0.514499
                                                                                                                                                                                                    15.952                                     0.04109                                   -0.514401
                                                                                                                                                                                                    15.976                                    0.035897                                   -0.514246
                                                                                                                                                                                                        16                                    0.030715                                   -0.514034
                                                                                                                                                                                                    16.024                                    0.025546                                   -0.513765
                                                                                                                                                                                                    16.048                                    0.020391                                   -0.513438
                                                                                                                                                                                                    16.072                                    0.015248                                   -0.513056
                                                                                                                                                                                                    16.096                                     0.01012                                   -0.512617
                                                                                                                                                                                                     16.12                                    0.005008                                   -0.512122
                                                                                                                                                                                                    16.144                                   -0.000089                                   -0.511572
                                                                                                                                                                                                    16.168                                    -0.00517                                   -0.510967
                                                                                                                                                                                                    16.192                                   -0.010234                                   -0.510307
                                                                                                                                                                                                    16.216                                   -0.015281                                   -0.509593
                                                                                                                                                                                                     16.24                                   -0.020309                                   -0.508826
                                                                                                                                                                                                    16.264                                   -0.025318                                   -0.508004
                                                                                                                                                                                                    16.288                                   -0.030308                                    -0.50713
                                                                                                                                                                                                    16.312                                   -0.035279                                   -0.506203
                                                                                                                                                                                                    16.336                                   -0.040228                                   -0.505223
                                                                                                                                                                                                     16.36                                   -0.045157                                   -0.504192
                                                                                                                                                                                                    16.384                                   -0.050064                                    -0.50311
                                                                                                                                                                                                    16.408                                   -0.054949                                   -0.501976
                                                                                                                                                                                                    16.432                                   -0.059811                                   -0.500792
                                                                                                                                                                                                    16.456                                    -0.06465                                   -0.499558
                                                                                                                                                                                                     16.48                                   -0.069465                                   -0.498274
                                                                                                                                                                                                    16.504                                   -0.074256                                   -0.496941
                                                                                                                                                                                                    16.528                                   -0.079022                                    -0.49556
                                                                                                                                                                                                    16.552                                   -0.083763                                    -0.49413
                                                                                                                                                                                                    16.576                                   -0.088478                                   -0.492652
                                                                                                                                                                                                      16.6                                   -0.093167                                   -0.491127
                                                                                                                                                                                                    16.624                                   -0.097829                                   -0.489555
                                                                                                                                                                                                    16.648                                   -0.102464                                   -0.487936
                                                                                                                                                                                                    16.672                                   -0.107072                                   -0.486272
                                                                                                                                                                                                    16.696                                   -0.111651                                   -0.484562
                                                                                                                                                                                                     16.72                                   -0.116202                                   -0.482807
                                                                                                                                                                                                    16.744                                   -0.120724                                   -0.481008
                                                                                                                                                                                                    16.768                                   -0.125216                                   -0.479165
                                                                                                                                                                                                    16.792                                   -0.129679                                   -0.477279
                                                                                                                                                                                                    16.816                                   -0.134112                                   -0.475349
                                                                                                                                                                                                     16.84                                   -0.138514                                   -0.473377
                                                                                                                                                                                                    16.864                                   -0.142885                                   -0.471363
                                                                                                                                                                                                    16.888                                   -0.147225                                   -0.469308
                                                                                                                                                                                                    16.912                                   -0.151533                                   -0.467212
                                                                                                                                                                                                    16.936                                   -0.155809                                   -0.465075
                                                                                                                                                                                                     16.96                                   -0.160052                                   -0.462898
                                                                                                                                                                                                    16.984                                   -0.164263                                   -0.460682
                                                                                                                                                                                                    17.008                                   -0.168441                                   -0.458427
                                                                                                                                                                                                    17.032                                   -0.172585                                   -0.456134
                                                                                                                                                                                                    17.056                                   -0.176696                                   -0.453803
                                                                                                                                                                                                     17.08                                   -0.180773                                   -0.451434
                                                                                                                                                                                                    17.104                                   -0.184815                                   -0.449029
                                                                                                                                                                                                    17.128                                   -0.188823                                   -0.446588
                                                                                                                                                                                                    17.152                                   -0.192795                                    -0.44411
                                                                                                                                                                                                    17.176                                   -0.196733                                   -0.441598
                                                                                                                                                                                                      17.2                                   -0.200635                                   -0.439051
                                                                                                                                                                                                    17.224                                   -0.204502                                   -0.436469
                                                                                                                                                                                                    17.248                                   -0.208332                                   -0.433854
                                                                                                                                                                                                    17.272                                   -0.212126                                   -0.431206
                                                                                                                                                                                                    17.296                                   -0.215884                                   -0.428525
                                                                                                                                                                                                     17.32                                   -0.219605                                   -0.425812
                                                                                                                                                                                                    17.344                                   -0.223289                                   -0.423068
                                                                                                                                                                                                    17.368                                   -0.226936                                   -0.420293
                                                                                                                                                                                                    17.392                                   -0.230546                                   -0.417487
                                                                                                                                                                                                    17.416                                   -0.234118                                   -0.414651
                                                                                                                                                                                                     17.44                                   -0.237653                                   -0.411786
                                                                                                                                                                                                    17.464                                   -0.241149                                   -0.408891
                                                                                                                                                                                                    17.488                                   -0.244608                                   -0.405969
                                                                                                                                                                                                    17.512                                   -0.248028                                   -0.403018
                                                                                                                                                                                                    17.536                                    -0.25141                                    -0.40004
