#Parameters = {d=6.875; d_passa_faixa=11.118252561128; e=3.984381e-11; l=5; p=11; p_passa_faixa=11.773094507628; phi=0; r=300; theta=0; u=1.2566e-06; w=0.6875; w_passa_faixa=0.13385049465315; z_fss=0.2}                                  Unnamed: 1                                  Unnamed: 2
                                                                                                                                                                                        #"Frequency / GHz" SZmax(1),Zmax(1) [Real/Imaginary Part] [Re] SZmax(1),Zmax(1) [Real/Imaginary Part] [Im]
                                                                                            #-------------------------------------------------------------------------------------------------------------                                         NaN                                         NaN
                                                                                                                                                                                                     6.304                                   -0.198187                                     0.13455
                                                                                                                                                                                                     6.328                                   -0.197881                                    0.136907
                                                                                                                                                                                                     6.352                                   -0.197549                                    0.139271
                                                                                                                                                                                                     6.376                                   -0.197192                                    0.141642
                                                                                                                                                                                                       6.4                                   -0.196809                                     0.14402
                                                                                                                                                                                                     6.424                                   -0.196399                                    0.146404
                                                                                                                                                                                                     6.448                                   -0.195963                                    0.148794
                                                                                                                                                                                                     6.472                                     -0.1955                                     0.15119
                                                                                                                                                                                                     6.496                                   -0.195011                                    0.153592
                                                                                                                                                                                                      6.52                                   -0.194495                                    0.155999
                                                                                                                                                                                                     6.544                                   -0.193952                                    0.158411
                                                                                                                                                                                                     6.568                                   -0.193381                                    0.160828
                                                                                                                                                                                                     6.592                                   -0.192783                                     0.16325
                                                                                                                                                                                                     6.616                                   -0.192157                                    0.165676
                                                                                                                                                                                                      6.64                                   -0.191504                                    0.168106
                                                                                                                                                                                                     6.664                                   -0.190823                                    0.170539
                                                                                                                                                                                                     6.688                                   -0.190113                                    0.172976
                                                                                                                                                                                                     6.712                                   -0.189376                                    0.175416
                                                                                                                                                                                                     6.736                                    -0.18861                                    0.177859
                                                                                                                                                                                                      6.76                                   -0.187815                                    0.180305
                                                                                                                                                                                                     6.784                                   -0.186992                                    0.182753
                                                                                                                                                                                                     6.808                                    -0.18614                                    0.185202
                                                                                                                                                                                                     6.832                                   -0.185259                                    0.187654
                                                                                                                                                                                                     6.856                                   -0.184349                                    0.190107
                                                                                                                                                                                                      6.88                                   -0.183409                                     0.19256
                                                                                                                                                                                                     6.904                                    -0.18244                                    0.195015
                                                                                                                                                                                                     6.928                                   -0.181442                                     0.19747
                                                                                                                                                                                                     6.952                                   -0.180414                                    0.199925
                                                                                                                                                                                                     6.976                                   -0.179356                                     0.20238
                                                                                                                                                                                                         7                                   -0.178268                                    0.204834
                                                                                                                                                                                                     7.024                                    -0.17715                                    0.207287
                                                                                                                                                                                                     7.048                                   -0.176002                                    0.209739
                                                                                                                                                                                                     7.072                                   -0.174823                                     0.21219
                                                                                                                                                                                                     7.096                                   -0.173614                                    0.214639
                                                                                                                                                                                                      7.12                                   -0.172375                                    0.217085
                                                                                                                                                                                                     7.144                                   -0.171105                                    0.219529
                                                                                                                                                                                                     7.168                                   -0.169804                                     0.22197
                                                                                                                                                                                                     7.192                                   -0.168473                                    0.224408
                                                                                                                                                                                                     7.216                                    -0.16711                                    0.226842
                                                                                                                                                                                                      7.24                                   -0.165717                                    0.229272
                                                                                                                                                                                                     7.264                                   -0.164292                                    0.231698
                                                                                                                                                                                                     7.288                                   -0.162836                                    0.234119
                                                                                                                                                                                                     7.312                                   -0.161349                                    0.236535
                                                                                                                                                                                                     7.336                                    -0.15983                                    0.238946
                                                                                                                                                                                                      7.36                                    -0.15828                                    0.241351
                                                                                                                                                                                                     7.384                                   -0.156699                                     0.24375
                                                                                                                                                                                                     7.408                                   -0.155086                                    0.246142
                                                                                                                                                                                                     7.432                                   -0.153441                                    0.248527
                                                                                                                                                                                                     7.456                                   -0.151764                                    0.250905
                                                                                                                                                                                                      7.48                                   -0.150056                                    0.253275
                                                                                                                                                                                                     7.504                                   -0.148315                                    0.255638
                                                                                                                                                                                                     7.528                                   -0.146543                                    0.257991
                                                                                                                                                                                                     7.552                                   -0.144739                                    0.260336
                                                                                                                                                                                                     7.576                                   -0.142903                                    0.262672
                                                                                                                                                                                                       7.6                                   -0.141035                                    0.264998
                                                                                                                                                                                                     7.624                                   -0.139135                                    0.267314
                                                                                                                                                                                                     7.648                                   -0.137203                                     0.26962
                                                                                                                                                                                                     7.672                                   -0.135238                                    0.271914
                                                                                                                                                                                                     7.696                                   -0.133242                                    0.274198
                                                                                                                                                                                                      7.72                                   -0.131213                                     0.27647
                                                                                                                                                                                                     7.744                                   -0.129153                                    0.278729
                                                                                                                                                                                                     7.768                                    -0.12706                                    0.280977
                                                                                                                                                                                                     7.792                                   -0.124935                                    0.283211
                                                                                                                                                                                                     7.816                                   -0.122777                                    0.285432
                                                                                                                                                                                                      7.84                                   -0.120588                                    0.287639
                                                                                                                                                                                                     7.864                                   -0.118366                                    0.289832
                                                                                                                                                                                                     7.888                                   -0.116113                                    0.292011
                                                                                                                                                                                                     7.912                                   -0.113827                                    0.294175
                                                                                                                                                                                                     7.936                                   -0.111509                                    0.296323
                                                                                                                                                                                                      7.96                                   -0.109159                                    0.298455
                                                                                                                                                                                                     7.984                                   -0.106777                                    0.300571
                                                                                                                                                                                                     8.008                                   -0.104363                                     0.30267
                                                                                                                                                                                                     8.032                                   -0.101918                                    0.304752
                                                                                                                                                                                                     8.056                                    -0.09944                                    0.306816
                                                                                                                                                                                                      8.08                                   -0.096931                                    0.308863
                                                                                                                                                                                                     8.104                                   -0.094389                                     0.31089
                                                                                                                                                                                                     8.128                                   -0.091817                                    0.312899
                                                                                                                                                                                                     8.152                                   -0.089212                                    0.314889
                                                                                                                                                                                                     8.176                                   -0.086576                                    0.316858
                                                                                                                                                                                                       8.2                                   -0.083909                                    0.318808
                                                                                                                                                                                                     8.224                                   -0.081211                                    0.320736
                                                                                                                                                                                                     8.248                                   -0.078481                                    0.322644
                                                                                                                                                                                                     8.272                                    -0.07572                                     0.32453
                                                                                                                                                                                                     8.296                                   -0.072928                                    0.326393
                                                                                                                                                                                                      8.32                                   -0.070105                                    0.328235
                                                                                                                                                                                                     8.344                                   -0.067252                                    0.330053
                                                                                                                                                                                                     8.368                                   -0.064368                                    0.331848
                                                                                                                                                                                                     8.392                                   -0.061453                                    0.333618
                                                                                                                                                                                                     8.416                                   -0.058508                                    0.335365
                                                                                                                                                                                                      8.44                                   -0.055533                                    0.337086
                                                                                                                                                                                                     8.464                                   -0.052528                                    0.338783
                                                                                                                                                                                                     8.488                                   -0.049493                                    0.340453
                                                                                                                                                                                                     8.512                                   -0.046428                                    0.342098
                                                                                                                                                                                                     8.536                                   -0.043334                                    0.343715
                                                                                                                                                                                                      8.56                                    -0.04021                                    0.345306
                                                                                                                                                                                                     8.584                                   -0.037058                                    0.346869
                                                                                                                                                                                                     8.608                                   -0.033876                                    0.348404
                                                                                                                                                                                                     8.632                                   -0.030666                                     0.34991
                                                                                                                                                                                                     8.656                                   -0.027427                                    0.351387
                                                                                                                                                                                                      8.68                                   -0.024159                                    0.352835
                                                                                                                                                                                                     8.704                                   -0.020864                                    0.354253
                                                                                                                                                                                                     8.728                                   -0.017541                                    0.355641
                                                                                                                                                                                                     8.752                                    -0.01419                                    0.356998
                                                                                                                                                                                                     8.776                                   -0.010811                                    0.358323
                                                                                                                                                                                                       8.8                                   -0.007406                                    0.359617
                                                                                                                                                                                                     8.824                                   -0.003974                                    0.360879
                                                                                                                                                                                                     8.848                                   -0.000515                                    0.362108
                                                                                                                                                                                                     8.872                                     0.00297                                    0.363304
                                                                                                                                                                                                     8.896                                    0.006482                                    0.364466
                                                                                                                                                                                                      8.92                                    0.010019                                    0.365594
                                                                                                                                                                                                     8.944                                    0.013581                                    0.366688
                                                                                                                                                                                                     8.968                                    0.017169                                    0.367746
                                                                                                                                                                                                     8.992                                    0.020781                                     0.36877
                                                                                                                                                                                                     9.016                                    0.024418                                    0.369757
                                                                                                                                                                                                      9.04                                    0.028079                                    0.370708
                                                                                                                                                                                                     9.064                                    0.031764                                    0.371623
                                                                                                                                                                                                     9.088                                    0.035473                                      0.3725
                                                                                                                                                                                                     9.112                                    0.039205                                     0.37334
                                                                                                                                                                                                     9.136                                    0.042959                                    0.374141
                                                                                                                                                                                                      9.16                                    0.046737                                    0.374905
                                                                                                                                                                                                     9.184                                    0.050536                                    0.375629
                                                                                                                                                                                                     9.208                                    0.054357                                    0.376313
                                                                                                                                                                                                     9.232                                    0.058199                                    0.376958
                                                                                                                                                                                                     9.256                                    0.062062                                    0.377563
                                                                                                                                                                                                      9.28                                    0.065945                                    0.378127
                                                                                                                                                                                                     9.304                                    0.069849                                     0.37865
                                                                                                                                                                                                     9.328                                    0.073773                                    0.379132
                                                                                                                                                                                                     9.352                                    0.077715                                    0.379571
                                                                                                                                                                                                     9.376                                    0.081677                                    0.379969
                                                                                                                                                                                                       9.4                                    0.085657                                    0.380323
                                                                                                                                                                                                     9.424                                    0.089654                                    0.380635
                                                                                                                                                                                                     9.448                                     0.09367                                    0.380903
                                                                                                                                                                                                     9.472                                    0.097702                                    0.381127
                                                                                                                                                                                                     9.496                                    0.101751                                    0.381306
                                                                                                                                                                                                      9.52                                    0.105816                                    0.381441
                                                                                                                                                                                                     9.544                                    0.109896                                    0.381531
                                                                                                                                                                                                     9.568                                    0.113992                                    0.381575
                                                                                                                                                                                                     9.592                                    0.118102                                    0.381574
                                                                                                                                                                                                     9.616                                    0.122226                                    0.381526
                                                                                                                                                                                                      9.64                                    0.126363                                    0.381432
                                                                                                                                                                                                     9.664                                    0.130514                                    0.381291
                                                                                                                                                                                                     9.688                                    0.134677                                    0.381103
                                                                                                                                                                                                     9.712                                    0.138852                                    0.380866
                                                                                                                                                                                                     9.736                                    0.143038                                    0.380582
                                                                                                                                                                                                      9.76                                    0.147236                                     0.38025
                                                                                                                                                                                                     9.784                                    0.151443                                    0.379869
                                                                                                                                                                                                     9.808                                     0.15566                                    0.379439
                                                                                                                                                                                                     9.832                                    0.159886                                     0.37896
                                                                                                                                                                                                     9.856                                    0.164121                                    0.378431
                                                                                                                                                                                                      9.88                                    0.168364                                    0.377853
                                                                                                                                                                                                     9.904                                    0.172614                                    0.377224
                                                                                                                                                                                                     9.928                                     0.17687                                    0.376545
                                                                                                                                                                                                     9.952                                    0.181133                                    0.375815
                                                                                                                                                                                                     9.976                                    0.185401                                    0.375034
                                                                                                                                                                                                        10                                    0.189674                                    0.374201
