#Parameters = {d=5.317902894795; d_passa_faixa=11.118252561128; e=9.296889e-12; l=5; p=5.3716190856516; p_passa_faixa=11.773094507628; phi=0; r=100; theta=0; u=1.1425808117681e-06; w=0.74443492474945; w_passa_faixa=0.13385049465315; z_fss=0.3}                                                  Unnamed: 1                                                  Unnamed: 2
                                                                                                                                                                                                                                 #"Frequency / GHz" SZmax(1),Zmax(1) (e=9.29689e-12) [Real/Imaginary Part] [Re] SZmax(1),Zmax(1) (e=9.29689e-12) [Real/Imaginary Part] [Im]
                                                                                                     #---------------------------------------------------------------------------------------------------------------------------------------------                                                         NaN                                                         NaN
                                                                                                                                                                                                                                              6.616                                                    0.306392                                                   -0.116633
                                                                                                                                                                                                                                               6.64                                                    0.306564                                                   -0.119132
                                                                                                                                                                                                                                              6.664                                                    0.306716                                                   -0.121639
                                                                                                                                                                                                                                              6.688                                                    0.306846                                                   -0.124153
                                                                                                                                                                                                                                              6.712                                                    0.306955                                                   -0.126673
                                                                                                                                                                                                                                              6.736                                                    0.307042                                                     -0.1292
                                                                                                                                                                                                                                               6.76                                                    0.307109                                                   -0.131733
                                                                                                                                                                                                                                              6.784                                                    0.307154                                                   -0.134273
                                                                                                                                                                                                                                              6.808                                                    0.307177                                                   -0.136818
                                                                                                                                                                                                                                              6.832                                                    0.307179                                                   -0.139369
                                                                                                                                                                                                                                              6.856                                                    0.307159                                                   -0.141926
                                                                                                                                                                                                                                               6.88                                                    0.307118                                                   -0.144488
                                                                                                                                                                                                                                              6.904                                                    0.307054                                                   -0.147055
                                                                                                                                                                                                                                              6.928                                                    0.306969                                                   -0.149628
                                                                                                                                                                                                                                              6.952                                                    0.306862                                                   -0.152205
                                                                                                                                                                                                                                              6.976                                                    0.306733                                                   -0.154787
                                                                                                                                                                                                                                                  7                                                    0.306582                                                   -0.157373
                                                                                                                                                                                                                                              7.024                                                    0.306409                                                   -0.159964
                                                                                                                                                                                                                                              7.048                                                    0.306214                                                   -0.162559
                                                                                                                                                                                                                                              7.072                                                    0.305996                                                   -0.165158
                                                                                                                                                                                                                                              7.096                                                    0.305756                                                    -0.16776
                                                                                                                                                                                                                                               7.12                                                    0.305494                                                   -0.170366
                                                                                                                                                                                                                                              7.144                                                     0.30521                                                   -0.172975
                                                                                                                                                                                                                                              7.168                                                    0.304903                                                   -0.175588
                                                                                                                                                                                                                                              7.192                                                    0.304573                                                   -0.178203
                                                                                                                                                                                                                                              7.216                                                    0.304222                                                   -0.180821
                                                                                                                                                                                                                                               7.24                                                    0.303847                                                   -0.183442
                                                                                                                                                                                                                                              7.264                                                     0.30345                                                   -0.186065
                                                                                                                                                                                                                                              7.288                                                     0.30303                                                    -0.18869
                                                                                                                                                                                                                                              7.312                                                    0.302588                                                   -0.191318
                                                                                                                                                                                                                                              7.336                                                    0.302123                                                   -0.193947
                                                                                                                                                                                                                                               7.36                                                    0.301635                                                   -0.196577
                                                                                                                                                                                                                                              7.384                                                    0.301124                                                   -0.199209
                                                                                                                                                                                                                                              7.408                                                     0.30059                                                   -0.201843
                                                                                                                                                                                                                                              7.432                                                    0.300034                                                   -0.204477
                                                                                                                                                                                                                                              7.456                                                    0.299455                                                   -0.207112
                                                                                                                                                                                                                                               7.48                                                    0.298852                                                   -0.209747
                                                                                                                                                                                                                                              7.504                                                    0.298227                                                   -0.212383
                                                                                                                                                                                                                                              7.528                                                    0.297579                                                    -0.21502
                                                                                                                                                                                                                                              7.552                                                    0.296908                                                   -0.217656
                                                                                                                                                                                                                                              7.576                                                    0.296213                                                   -0.220292
                                                                                                                                                                                                                                                7.6                                                    0.295496                                                   -0.222928
                                                                                                                                                                                                                                              7.624                                                    0.294756                                                   -0.225563
                                                                                                                                                                                                                                              7.648                                                    0.293992                                                   -0.228197
                                                                                                                                                                                                                                              7.672                                                    0.293206                                                    -0.23083
                                                                                                                                                                                                                                              7.696                                                    0.292396                                                   -0.233462
                                                                                                                                                                                                                                               7.72                                                    0.291563                                                   -0.236093
                                                                                                                                                                                                                                              7.744                                                    0.290707                                                   -0.238722
                                                                                                                                                                                                                                              7.768                                                    0.289828                                                    -0.24135
                                                                                                                                                                                                                                              7.792                                                    0.288926                                                   -0.243975
                                                                                                                                                                                                                                              7.816                                                       0.288                                                   -0.246598
                                                                                                                                                                                                                                               7.84                                                    0.287051                                                   -0.249219
                                                                                                                                                                                                                                              7.864                                                     0.28608                                                   -0.251837
                                                                                                                                                                                                                                              7.888                                                    0.285085                                                   -0.254453
                                                                                                                                                                                                                                              7.912                                                    0.284067                                                   -0.257065
                                                                                                                                                                                                                                              7.936                                                    0.283025                                                   -0.259674
                                                                                                                                                                                                                                               7.96                                                    0.281961                                                    -0.26228
                                                                                                                                                                                                                                              7.984                                                    0.280873                                                   -0.264882
                                                                                                                                                                                                                                              8.008                                                    0.279763                                                   -0.267481
                                                                                                                                                                                                                                              8.032                                                    0.278629                                                   -0.270075
                                                                                                                                                                                                                                              8.056                                                    0.277472                                                   -0.272665
                                                                                                                                                                                                                                               8.08                                                    0.276292                                                   -0.275251
                                                                                                                                                                                                                                              8.104                                                    0.275088                                                   -0.277832
                                                                                                                                                                                                                                              8.128                                                    0.273862                                                   -0.280409
                                                                                                                                                                                                                                              8.152                                                    0.272613                                                    -0.28298
                                                                                                                                                                                                                                              8.176                                                     0.27134                                                   -0.285547
                                                                                                                                                                                                                                                8.2                                                    0.270045                                                   -0.288107
                                                                                                                                                                                                                                              8.224                                                    0.268727                                                   -0.290663
                                                                                                                                                                                                                                              8.248                                                    0.267385                                                   -0.293212
                                                                                                                                                                                                                                              8.272                                                    0.266021                                                   -0.295756
                                                                                                                                                                                                                                              8.296                                                    0.264634                                                   -0.298293
                                                                                                                                                                                                                                               8.32                                                    0.263224                                                   -0.300824
                                                                                                                                                                                                                                              8.344                                                    0.261791                                                   -0.303348
                                                                                                                                                                                                                                              8.368                                                    0.260335                                                   -0.305865
                                                                                                                                                                                                                                              8.392                                                    0.258856                                                   -0.308376
                                                                                                                                                                                                                                              8.416                                                    0.257355                                                   -0.310879
                                                                                                                                                                                                                                               8.44                                                    0.255831                                                   -0.313375
                                                                                                                                                                                                                                              8.464                                                    0.254285                                                   -0.315863
                                                                                                                                                                                                                                              8.488                                                    0.252715                                                   -0.318344
                                                                                                                                                                                                                                              8.512                                                    0.251123                                                   -0.320816
                                                                                                                                                                                                                                              8.536                                                    0.249509                                                    -0.32328
                                                                                                                                                                                                                                               8.56                                                    0.247872                                                   -0.325736
                                                                                                                                                                                                                                              8.584                                                    0.246213                                                   -0.328183
                                                                                                                                                                                                                                              8.608                                                    0.244531                                                   -0.330622
                                                                                                                                                                                                                                              8.632                                                    0.242827                                                   -0.333051
                                                                                                                                                                                                                                              8.656                                                    0.241101                                                   -0.335472
                                                                                                                                                                                                                                               8.68                                                    0.239353                                                   -0.337883
                                                                                                                                                                                                                                              8.704                                                    0.237582                                                   -0.340284
                                                                                                                                                                                                                                              8.728                                                    0.235789                                                   -0.342676
                                                                                                                                                                                                                                              8.752                                                    0.233975                                                   -0.345058
                                                                                                                                                                                                                                              8.776                                                    0.232138                                                   -0.347429
                                                                                                                                                                                                                                                8.8                                                    0.230279                                                    -0.34979
                                                                                                                                                                                                                                              8.824                                                    0.228399                                                   -0.352141
                                                                                                                                                                                                                                              8.848                                                    0.226497                                                   -0.354481
                                                                                                                                                                                                                                              8.872                                                    0.224573                                                    -0.35681
                                                                                                                                                                                                                                              8.896                                                    0.222627                                                   -0.359128
                                                                                                                                                                                                                                               8.92                                                     0.22066                                                   -0.361435
                                                                                                                                                                                                                                              8.944                                                    0.218671                                                    -0.36373
                                                                                                                                                                                                                                              8.968                                                    0.216661                                                   -0.366013
                                                                                                                                                                                                                                              8.992                                                     0.21463                                                   -0.368285
                                                                                                                                                                                                                                              9.016                                                    0.212577                                                   -0.370544
                                                                                                                                                                                                                                               9.04                                                    0.210503                                                   -0.372792
                                                                                                                                                                                                                                              9.064                                                    0.208408                                                   -0.375027
                                                                                                                                                                                                                                              9.088                                                    0.206292                                                   -0.377249
                                                                                                                                                                                                                                              9.112                                                    0.204156                                                   -0.379458
                                                                                                                                                                                                                                              9.136                                                    0.201998                                                   -0.381655
                                                                                                                                                                                                                                               9.16                                                    0.199819                                                   -0.383838
                                                                                                                                                                                                                                              9.184                                                     0.19762                                                   -0.386008
                                                                                                                                                                                                                                              9.208                                                    0.195401                                                   -0.388164
                                                                                                                                                                                                                                              9.232                                                     0.19316                                                   -0.390307
                                                                                                                                                                                                                                              9.256                                                      0.1909                                                   -0.392436
                                                                                                                                                                                                                                               9.28                                                    0.188619                                                    -0.39455
                                                                                                                                                                                                                                              9.304                                                    0.186318                                                   -0.396651
                                                                                                                                                                                                                                              9.328                                                    0.183997                                                   -0.398737
                                                                                                                                                                                                                                              9.352                                                    0.181656                                                   -0.400808
                                                                                                                                                                                                                                              9.376                                                    0.179295                                                   -0.402864
                                                                                                                                                                                                                                                9.4                                                    0.176914                                                   -0.404906
                                                                                                                                                                                                                                              9.424                                                    0.174514                                                   -0.406932
                                                                                                                                                                                                                                              9.448                                                    0.172094                                                   -0.408943
                                                                                                                                                                                                                                              9.472                                                    0.169655                                                   -0.410939
                                                                                                                                                                                                                                              9.496                                                    0.167196                                                   -0.412919
                                                                                                                                                                                                                                               9.52                                                    0.164718                                                   -0.414883
                                                                                                                                                                                                                                              9.544                                                    0.162221                                                   -0.416831
                                                                                                                                                                                                                                              9.568                                                    0.159705                                                   -0.418763
